targetGene,N_TFs,RSquared,
CASP3,15,0.496105442,
CASP4,15,0.416375613,
CASP8AP2,15,0.579109457,
CASS4,8,0.456990643,
CAST,15,0.435099317,
CASTOR2,10,0.45677184,
CAT,15,0.483163723,
CATIP,15,0.608555619,
CAV1,15,0.577416952,
CAV2,15,0.637961785,
CAVIN1,15,0.650898501,
CAVIN2,11,0.349272574,
CAVIN3,15,0.564704699,
CBFA2T2,15,0.483714243,
CBFA2T3,15,0.256738483,
CBL,15,0.605059887,
CBLL1,15,0.35267826,
CBR1,15,0.385795025,
CBX1,8,0.282894318,
CBX2,15,0.384537578,
CBX4,15,0.743479107,
CBX5,15,0.328602448,
CBX6,15,0.490000823,
CBX7,15,0.587032765,
CBY1,15,0.272981987,
CC2D1A,15,0.439579493,
CCDC102A,15,0.340360157,
CCDC106,15,0.366890176,
CCDC107,15,0.449882055,
CCDC112,15,0.253980799,
CCDC113,15,0.494398577,
CCDC115,15,0.468021648,
CCDC117,15,0.699858065,
CCDC12,15,0.666561885,
CCDC120,15,0.433653479,
CCDC126,10,0.356467113,
CCDC138,13,0.298392503,
CCDC144A,9,0.25779411,
CCDC152,6,0.435049538,
CCDC159,15,0.313847586,
CCDC162P,15,0.324523551,
CCDC167,15,0.585273282,
CCDC169,15,0.475559127,
CCDC180,15,0.281099713,
CCDC183,15,0.623085677,
CCDC186,15,0.803414604,
CCDC24,11,0.285698039,
CCDC25,15,0.336694996,
CCDC3,7,0.554138836,
CCDC32,8,0.254383741,
CCDC34,15,0.375422721,
CCDC43,15,0.282091017,
CCDC47,15,0.844174984,
CCDC51,15,0.487000667,
CCDC59,15,0.461035836,
CCDC69,15,0.35056101,
CCDC71,15,0.558185747,
CCDC71L,15,0.382136664,
CCDC8,14,0.295846854,
CCDC80,15,0.583758076,
CCDC82,15,0.316038883,
CCDC85B,15,0.514072247,
CCDC85C,15,0.433172372,
CCDC86,15,0.652113267,
CCDC88A,15,0.580600118,
CCDC88B,15,0.530496096,
CCDC9,15,0.311770814,
CCDC90B,11,0.322781801,
CCDC93,15,0.520266289,
CCDC97,15,0.470623038,
CCDC9B,15,0.340602521,
CCIN,15,0.274681969,
CCL2,15,0.490744256,
CCL5,5,0.253867107,
CCL8,15,0.298392992,
CCM2,15,0.375777123,
CCM2L,15,0.693548036,
CCNA2,15,0.606286273,
CCNB1,15,0.588646616,
CCNB1IP1,15,0.53355771,
CCNB2,15,0.672638967,
CCNC,6,0.27535953,
CCND1,15,0.568397747,
CCND2,15,0.528325616,
CCND3,15,0.58394279,
CCNDBP1,15,0.582318144,
CCNE2,15,0.475413577,
CCNF,15,0.554105195,
CCNG2,15,0.592100113,
CCNH,15,0.477965652,
CCNI,15,0.376225952,
CCNJL,13,0.463541997,
CCNK,15,0.375503608,
CCNQ,15,0.421407931,
CCNT1,15,0.718008916,
CCNT2,15,0.630441282,
CCNYL1,15,0.56296543,
CCPG1,15,0.301742883,
CCR1,15,0.760949215,
CCR2,15,0.398262123,
CCRL2,15,0.287531231,
CCS,15,0.42626023,
CCSAP,15,0.862047559,
CCSER2,15,0.675822747,
CCT2,12,0.397030482,
CCT3,15,0.429115866,
CCT4,15,0.481128763,
CCT5,14,0.445343608,
CCT6A,15,0.49969021,
CCT7,15,0.430838008,
CCT8,15,0.55675207,
CD109,15,0.492064039,
CD163,15,0.671494396,
CD164,15,0.773011358,
CD200,15,0.81758254,
CD209,15,0.464172416,
CD226,15,0.286268852,
CD24,15,0.714658012,
CD248,15,0.691197193,
CD2AP,15,0.663634474,
CD2BP2,15,0.312112032,
CD300A,15,0.712933173,
CD300LG,15,0.255104546,
CD302,15,0.302678144,
CD320,15,0.510507638,
CD34,15,0.715278484,
CD40,15,0.633150284,
CD46,15,0.682884201,
CD48,15,0.476646535,
CD52,15,0.502614911,
CD53,15,0.640180188,
CD55,15,0.427582313,
CD58,15,0.339962217,
CD59,15,0.560531921,
CD63,15,0.609023965,
CD68,15,0.827138294,
CD72,15,0.48005565,
CD81,15,0.592249598,
CD82,15,0.358442896,
CD83,15,0.486264083,
CD93,15,0.794052661,
CD99P1,15,0.360079915,
CDC123,15,0.27336175,
CDC14B,15,0.439952572,
CDC20,15,0.599039634,
CDC23,15,0.377833995,
CDC25A,15,0.605407687,
CDC25B,15,0.340895042,
CDC26,15,0.509803054,
CDC34,15,0.564056068,
CDC37,15,0.766017322,
CDC37L1,15,0.540765291,
CDC40,10,0.284655942,
CDC42BPA,15,0.618251035,
CDC42BPB,15,0.674810559,
CDC42BPG,15,0.429602273,
CDC42EP1,15,0.353049781,
CDC42EP2,15,0.62898998,
CDC42EP3,15,0.470535021,
CDC42EP4,15,0.385728674,
CDC42SE1,15,0.715425245,
CDC42SE2,15,0.673386672,
CDC45,15,0.415328456,
CDC5L,15,0.514110871,
CDC6,15,0.49285648,
CDC73,15,0.344545591,
CDCA2,15,0.376297015,
CDCA3,15,0.530037467,
CDCA4,15,0.486220704,
CDCA5,15,0.743926956,
CDCA7,15,0.716628018,
CDCA8,15,0.508134725,
CDH11,15,0.767243198,
CDH13,15,0.488278452,
CDH5,15,0.304904447,
CDIP1,15,0.292189583,
CDK1,15,0.687812298,
CDK11B,15,0.346826364,
CDK12,15,0.643354166,
CDK18,15,0.485719242,
CDK19,15,0.621199643,
CDK2,15,0.448375475,
CDK20,14,0.303004829,
CDK2AP1,15,0.386066729,
CDK2AP2,15,0.456783443,
CDK4,15,0.354532964,
CDK5,15,0.27408484,
CDK5RAP1,15,0.300118322,
CDK5RAP3,15,0.382320414,
CDK6,15,0.518198506,
CDK9,15,0.313195922,
CDKN1A,15,0.345228438,
CDKN1B,15,0.410846406,
CDKN1C,15,0.809884544,
CDKN2AIP,15,0.396945492,
CDKN2C,15,0.396140603,
CDKN2D,15,0.315767966,
CDKN3,15,0.361877872,
CDO1,15,0.644584032,
CDR2,15,0.505759871,
CDR2L,15,0.339881915,
CDS1,15,0.773795843,
CDS2,15,0.370196294,
CDT1,15,0.500284933,
CDV3,15,0.648848496,
CDYL,15,0.57360047,
CDYL2,15,0.582029938,
CEACAM1,15,0.581892558,
CEBPA,15,0.490997961,
CEBPB,15,0.58199357,
CEBPD,15,0.63412906,
CEBPG,15,0.597871263,
CECR2,15,0.634401017,
CELSR1,9,0.342890995,
CENPA,15,0.250374552,
CENPB,15,0.292260561,
CENPE,15,0.471491344,
CENPF,15,0.383423069,
CENPH,15,0.43891578,
CENPK,15,0.470416109,
CENPM,15,0.487228661,
CENPN,15,0.461787316,
CENPS,15,0.417340584,
CENPT,15,0.321066824,
CENPU,15,0.400508697,
CENPW,15,0.457357307,
CENPX,15,0.605817866,
CEP104,15,0.290931659,
CEP120,15,0.403538759,
CEP126,15,0.406897326,
CEP135,15,0.57751161,
CEP170,15,0.449864484,
CEP170B,15,0.265257543,
CEP290,15,0.279413754,
CEP295,15,0.361235666,
CEP295NL,15,0.412270711,
CEP350,15,0.651940729,
CEP41,15,0.290462068,
CEP44,15,0.359797467,
CEP55,15,0.59716621,
CEP70,15,0.367233833,
CEP78,15,0.625818295,
CEP83,15,0.286552448,
CEP85,15,0.57365973,
CEP85L,15,0.320637732,
CEP97,15,0.269583711,
CEPT1,15,0.577005652,
CERCAM,15,0.270310604,
CERK,15,0.587429292,
CERKL,15,0.446274142,
CERS2,15,0.548045745,
CERS4,13,0.267886069,
CERS5,14,0.305445877,
CERS6,15,0.447698591,
CES2,15,0.250897244,
CETN2,7,0.277736966,
CETN3,15,0.279929189,
CFAP221,15,0.315791042,
CFAP36,15,0.411418408,
CFAP97,15,0.348654521,
CFD,15,0.560942285,
CFDP1,15,0.382607558,
CFI,15,0.703867111,
CFL1,15,0.673841537,
CFL1P1,15,0.482696886,
CFL2,15,0.486454208,
CGA,15,0.399053759,
CGAS,15,0.471132448,
CGB8,10,0.254819029,
CGGBP1,15,0.612021738,
CGNL1,15,0.352170862,
CHAF1A,13,0.350730013,
CHAF1B,13,0.314930368,
CHAMP1,12,0.287073974,
CHCHD1,15,0.461815511,
CHCHD10,15,0.47225864,
CHCHD2,15,0.589080124,
CHCHD3,15,0.28326877,
CHCHD5,15,0.312854452,
CHCHD6,15,0.421773102,
CHCHD7,15,0.375184956,
CHD1L,15,0.607917695,
CHD2,15,0.575304078,
CHD3,15,0.471398807,
CHD8,15,0.477555027,
CHD9,15,0.428532188,
CHEK1,15,0.466033751,
CHEK2,15,0.486363808,
CHERP,15,0.439185489,
CHIC1,13,0.469722873,
CHIC2,15,0.265603696,
CHID1,15,0.403758824,
CHKA,15,0.352621592,
CHKB,15,0.378803936,
CHML,15,0.468190502,
CHMP1A,14,0.473986574,
CHMP1B,10,0.302047884,
CHMP2A,15,0.636145726,
CHMP2B,15,0.621997235,
CHMP3,15,0.331544781,
CHMP4B,15,0.640038074,
CHMP5,15,0.716215377,
CHMP6,15,0.253498134,
CHN1,15,0.648472872,
CHN2,15,0.403634952,
CHORDC1,15,0.4380353,
CHPF,15,0.569404034,
CHPT1,15,0.433145162,
CHRD,15,0.419168044,
CHRDL1,15,0.479119101,
CHRNB1,15,0.447205657,
CHST10,15,0.455124283,
CHST11,15,0.371910901,
CHST12,15,0.396262458,
CHST14,15,0.437158313,
CHST15,15,0.560835042,
CHST2,15,0.634310575,
CHST3,15,0.647794065,
CHST7,15,0.521085037,
CHSY1,15,0.53509201,
CHSY3,15,0.318055346,
CHTOP,15,0.604296627,
CHUK,15,0.385342811,
CIAO1,15,0.549512718,
CIB1,15,0.53378368,
CIB2,15,0.303747746,
CIC,15,0.355298,
CIITA,15,0.303056159,
CILP,15,0.584645471,
CINP,15,0.357613509,
CIP2A,15,0.467237105,
CIPC,15,0.504417792,
CIR1,15,0.340831271,
CIRBP,15,0.394833836,
CISD1,15,0.638394326,
CISD3,15,0.474867772,
CISH,15,0.723437928,
CITED2,15,0.728877628,
CITED4,15,0.331459705,
CIZ1,15,0.384070934,
CKAP2,15,0.685553676,
CKAP2L,15,0.458109806,
CKLF,15,0.609741727,
CKS1B,15,0.305256924,
CKS2,15,0.507650646,
CLASP2,15,0.340056424,
CLCN3,15,0.711712637,
CLDN1,15,0.343739407,
CLDN12,15,0.347392057,
CLDN16,15,0.270367908,
CLDN19,15,0.575100842,
CLDN3,9,0.320935108,
CLDN4,15,0.545647291,
CLDN5,10,0.383941955,
CLDN7,15,0.402439312,
CLDN8,15,0.398769043,
CLEC11A,15,0.462688886,
CLEC14A,11,0.288688698,
CLEC3B,15,0.700212662,
CLEC4E,15,0.397412882,
CLIC3,15,0.69137282,
CLIC4,15,0.58374622,
CLIC5,15,0.333777081,
CLINT1,15,0.432515045,
CLIP1,15,0.799985923,
CLIP2,4,0.314685754,
CLIP4,15,0.536738844,
CLK2,15,0.365978819,
CLK3,15,0.574824432,
CLMN,15,0.422350721,
CLMP,15,0.482419616,
CLN3,15,0.536566556,
CLN5,15,0.33911261,
CLN6,15,0.441699858,
CLOCK,15,0.648414952,
CLP1,15,0.392796382,
CLPB,15,0.351498428,
CLPP,15,0.336995434,
CLPX,15,0.545599524,
CLSPN,15,0.496235364,
CLSTN1,10,0.289517504,
CLSTN2,15,0.343133144,
CLTA,15,0.706866178,
CLU,15,0.564021419,
CLUAP1,15,0.300622463,
CMAS,15,0.36040643,
CMBL,15,0.42316983,
CMC1,15,0.300370802,
CMIP,15,0.635534271,
CMKLR1,15,0.732034481,
CMPK1,15,0.481258242,
CMPK2,15,0.555089345,
CMSS1,15,0.540827702,
CMTM3,15,0.624430727,
CMTM4,15,0.664421273,
CMTM6,15,0.572632898,
CMTM7,15,0.575424952,
CMTM8,15,0.37683123,
CMTR1,15,0.327644368,
CMTR2,15,0.728713342,
CMYA5,15,0.494982549,
CNBP,15,0.378976989,
CNEP1R1,15,0.271891403,
CNIH1,15,0.555446147,
CNIH4,15,0.25949265,
CNKSR1,15,0.345078995,
CNKSR2,14,0.270134636,
CNKSR3,15,0.330113621,
CNN1,15,0.393747648,
CNN3,15,0.492481791,
CNNM2,15,0.344723655,
CNNM4,15,0.504039908,
CNOT11,15,0.305147205,
CNOT2,15,0.667062614,
CNOT4,15,0.596333863,
CNOT6,15,0.451450445,
CNOT6L,15,0.75828018,
CNOT7,15,0.649346207,
CNOT8,15,0.292039942,
CNPPD1,15,0.574532246,
CNPY2,15,0.56573842,
CNPY3,15,0.748202527,
CNPY4,15,0.442255876,
CNR1,15,0.466019934,
CNRIP1,15,0.67922592,
CNST,15,0.528569607,
COA1,15,0.320465861,
COA3,15,0.63181378,
COA4,15,0.57917131,
COA5,15,0.27521237,
COA7,11,0.356802144,
COBLL1,15,0.846406468,
COG3,15,0.475133026,
COG7,15,0.313923339,
COIL,15,0.510617916,
COL12A1,15,0.42817905,
COL14A1,15,0.621900659,
COL15A1,15,0.649383333,
COL18A1,15,0.700330932,
COL1A1,15,0.73991686,
COL1A2,15,0.74105923,
COL21A1,13,0.326811469,
COL27A1,15,0.282932072,
COL3A1,15,0.514053285,
COL4A1,15,0.684425431,
COL4A2,15,0.625335157,
COL4A3,12,0.25326052,
COL4A3BP,15,0.627783379,
COL4A6,15,0.44184032,
COL5A1,15,0.722591972,
COL5A3,15,0.648565969,
COL6A1,15,0.719411314,
COL6A2,15,0.713584467,
COL8A1,15,0.339024652,
COL8A2,15,0.667920264,
COLEC12,15,0.357190567,
COLGALT1,15,0.269429285,
COMMD1,15,0.530604701,
COMMD3,15,0.343360968,
COMMD4,15,0.453049604,
COMMD5,15,0.592481762,
COMMD6,15,0.643018685,
COMMD7,15,0.406371845,
COMMD8,15,0.469230032,
COMT,15,0.426991074,
COMTD1,15,0.453786054,
COPB1,15,0.624198377,
COPB2,15,0.468672223,
COPE,15,0.758986207,
COPG1,15,0.33365232,
COPRS,15,0.528983795,
COPS2,15,0.574030859,
COPS3,15,0.605031805,
COPS4,15,0.411235982,
COPS5,15,0.518530297,
COPS6,15,0.38513769,
COPS7A,15,0.517976142,
COPS7B,15,0.250351385,
COPS9,15,0.585112331,
COPZ1,15,0.583374516,
COQ10A,15,0.344322066,
COQ10B,15,0.593635404,
COQ2,15,0.553308234,
COQ3,15,0.337410394,
COQ4,15,0.449942912,
COQ5,15,0.430284221,
COQ9,15,0.580405766,
CORO1A,15,0.708749003,
CORO1C,15,0.439319862,
CORO2A,12,0.415499335,
CORO6,15,0.498091551,
COX14,15,0.625255395,
COX17,15,0.345263459,
COX18,15,0.287001958,
COX20,15,0.45901992,
COX4I1,15,0.546920719,
COX4I2,15,0.66933278,
COX5A,15,0.566372484,
COX5B,15,0.705163872,
COX6A1,15,0.673529657,
COX6B1,15,0.510827431,
COX6C,15,0.452223498,
COX7A1,15,0.355767863,
COX7A2,15,0.454436899,
COX7A2L,15,0.329323302,
COX7B,15,0.509476799,
COX7C,15,0.541772286,
COX8A,15,0.64306588,
CPAMD8,15,0.386397336,
CPD,15,0.694903338,
CPE,6,0.298109206,
CPEB2,15,0.478298273,
CPEB3,12,0.41889779,
CPEB4,15,0.649393582,
CPED1,15,0.556045275,
CPM,15,0.358723828,
CPNE2,15,0.555176735,
CPNE3,15,0.443093273,
CPNE8,15,0.350897706,
CPOX,15,0.558728818,
CPSF2,15,0.277142424,
CPSF3,15,0.437955425,
CPSF4,15,0.421075214,
CPSF6,15,0.361085316,
CPSF7,15,0.517903364,
CPT1A,15,0.317653627,
CPT1B,14,0.326053704,
CPT2,15,0.705617225,
CPTP,15,0.472744793,
CPXM1,15,0.722639617,
CPZ,15,0.264119751,
CR1,15,0.53685676,
CRABP2,15,0.62017845,
CRACR2A,15,0.293857542,
CRACR2B,15,0.257977535,
CRB3,15,0.326893239,
CRBN,15,0.396908046,
CREB1,15,0.329957979,
CREB3,15,0.484582908,
CREB3L1,11,0.38831335,
CREB3L2,15,0.617989141,
CREB5,15,0.521322564,
CREBL2,15,0.620864209,
CREBRF,15,0.792615706,
CREBZF,15,0.302751996,
CRELD1,15,0.37466951,
CREM,15,0.531456762,
CRH,15,0.562793507,
CRIM1,15,0.696795999,
CRIP1,15,0.420775516,
CRIP2,15,0.581865383,
CRIPT,15,0.379389713,
CRISPLD2,15,0.657625561,
CRK,15,0.571077525,
CRKL,15,0.823766951,
CRMP1,15,0.399689,
CRTAP,15,0.77266683,
CRTC1,15,0.458141393,
CRTC2,15,0.498466049,
CRTC3,15,0.432747725,
CRY1,15,0.559873325,
CRYAB,15,0.435028715,
CRYBG1,15,0.571945273,
CRYBG2,15,0.382507733,
CRYBG3,15,0.260939071,
CRYL1,15,0.566642719,
CRYZL2P,15,0.330706695,
CSDE1,15,0.755356085,
CSE1L,15,0.667197651,
CSF1,15,0.823859071,
CSF1R,15,0.362781597,
CSF2RA,15,0.292738587,
CSF2RB,15,0.291696007,
CSF3R,15,0.492793656,
CSGALNACT1,15,0.562651143,
CSGALNACT2,15,0.719834504,
CSH1,15,0.53906573,
CSH2,15,0.351777795,
CSHL1,15,0.403707297,
CSNK1A1,15,0.617305234,
CSNK1D,14,0.305293727,
CSNK1E,15,0.449641339,
CSNK2A1,15,0.551374139,
CSPG4,15,0.746873213,
CSRNP1,15,0.745039771,
CSRP1,15,0.415889389,
CSRP2,15,0.662755696,
CST6,15,0.453025248,
CSTB,15,0.429710421,
CSTF2,15,0.463264403,
CSTF2T,15,0.379210559,
CTBP1,15,0.615295786,
CTBP2,15,0.277593091,
CTCF,15,0.685263417,
CTDNEP1,15,0.463214989,
CTDSP1,15,0.457458665,
CTDSP2,15,0.733461233,
CTDSPL,15,0.294972928,
CTDSPL2,15,0.561712911,
CTGF,15,0.646914975,
CTHRC1,15,0.520252602,
CTIF,15,0.50837589,
CTNNAL1,15,0.781532248,
CTNNB1,15,0.724716339,
CTNNBIP1,15,0.279299452,
CTNNBL1,15,0.327869291,
CTNND1,15,0.410390738,
CTPS1,15,0.46719921,
CTR9,15,0.33644365,
CTSC,15,0.708630821,
CTSK,15,0.536958366,
CTSL,15,0.311518243,
CTSV,15,0.495476473,
CTSW,15,0.458653463,
CTSZ,15,0.500909605,
CTTNBP2NL,15,0.470266043,
CTU1,6,0.310505099,
CTU2,14,0.318592284,
CUEDC2,15,0.538671402,
CUL2,15,0.570813226,
CUL4A,15,0.265392037,
CUL4B,15,0.476524744,
CUL5,15,0.754725606,
CUTA,15,0.599832481,
CUX1,15,0.27363232,
CWC15,15,0.372234457,
CWC22,15,0.429228609,
CWC25,15,0.378179819,
CWF19L1,15,0.306912082,
CWF19L2,9,0.251834349,
CXCL1,15,0.377882613,
CXCL12,15,0.477470782,
CXCL16,15,0.667813265,
CXCL8,15,0.335271243,
CXCR6,15,0.552544508,
CXorf36,8,0.510219743,
CXorf38,5,0.257016904,
CXorf40A,15,0.487779914,
CXorf57,15,0.542842991,
CXXC1,15,0.423382567,
CXXC4,10,0.283603297,
CXXC5,15,0.61150393,
CYB561A3,15,0.431898788,
CYB561D1,14,0.682278626,
CYB561D2,15,0.605222428,
CYB5A,15,0.508071992,
CYB5B,15,0.306296266,
CYB5R1,15,0.579092064,
CYB5R2,15,0.33786527,
CYBRD1,15,0.714031393,
CYC1,15,0.7003067,
CYCS,15,0.513094569,
CYFIP1,15,0.430554631,
CYHR1,15,0.39210756,
CYP11A1,15,0.789376008,
CYP19A1,15,0.783738885,
CYP20A1,10,0.250624725,
CYP27A1,12,0.340078345,
CYP2J2,15,0.283515027,
CYP2U1,15,0.40577706,
CYP4B1,8,0.253489423,
CYP4V2,15,0.30169706,
CYP51A1,14,0.313823478,
CYP8B1,15,0.744416485,
CYR61,15,0.801971272,
CYSLTR2,15,0.439373022,
CYSTM1,15,0.694863878,
CYTH1,15,0.375192638,
CYTH2,15,0.484227672,
CYTH4,15,0.597876224,
CYTIP,15,0.377454164,
CYTL1,15,0.40555333,
CYYR1,15,0.700371691,
DAAM1,15,0.376304372,
DAAM2,15,0.480239911,
DAB2,15,0.685331877,
DAB2IP,15,0.667537274,
DACH1,7,0.379950366,
DACT1,14,0.281609149,
DACT2,15,0.473628916,
DAD1,15,0.492806086,
DAG1,15,0.476050432,
DAGLA,15,0.454038101,
DAGLB,15,0.415790048,
DALRD3,15,0.450325553,
DAP3,15,0.453298576,
DAPK1,15,0.681073187,
DAPK3,15,0.542599162,
DARS,15,0.426642235,
DAZAP1,15,0.274952683,
DAZAP2,15,0.502715523,
DBI,15,0.572202747,
DBN1,15,0.472091806,
DBNDD2,15,0.700670777,
DBNL,15,0.382807963,
DBT,14,0.345143802,
DCAF10,15,0.31022664,
DCAF11,14,0.31845075,
DCAF12,15,0.338743155,
DCAF13,14,0.286974523,
DCAF15,15,0.434854305,
DCAF16,12,0.397389044,
DCAF5,15,0.557656473,
DCAF6,15,0.597860878,
DCAF8,15,0.428013992,
DCBLD1,15,0.577591614,
DCC,9,0.300719015,
DCHS1,15,0.605183091,
DCK,15,0.463351891,
DCLRE1A,15,0.465208476,
DCLRE1B,15,0.452000933,
DCP1A,15,0.701532068,
DCP2,15,0.728465449,
DCTD,15,0.603466633,
DCTN3,15,0.515027226,
DCTN4,15,0.568777003,
DCTPP1,15,0.626165064,
DCUN1D2,15,0.441499532,
DCUN1D3,15,0.272247139,
DCUN1D5,15,0.378364076,
DCX,15,0.265996212,
DDA1,15,0.481137905,
DDAH1,15,0.68038346,
DDB1,15,0.562336384,
DDHD1,15,0.295871306,
DDIAS,15,0.357472391,
DDIT3,15,0.371815199,
DDIT4,15,0.620052089,
DDOST,15,0.429955818,
DDRGK1,15,0.709542555,
DDX10,12,0.287150972,
DDX17,15,0.479754705,
DDX18,8,0.281722666,
DDX21,15,0.506159422,
DDX23,15,0.570316141,
DDX27,15,0.376270064,
DDX28,15,0.538945401,
DDX31,15,0.488556306,
DDX39A,15,0.404450935,
DDX3X,15,0.665024307,
DDX41,13,0.35203793,
DDX42,15,0.484294579,
DDX46,15,0.398159202,
DDX47,15,0.292253934,
DDX49,15,0.567507916,
DDX5,15,0.284319514,
DDX54,15,0.31099072,
DDX56,15,0.375306913,
DDX58,15,0.404649279,
DDX59,15,0.549190267,
DDX6,15,0.620811521,
DDX60L,15,0.301248295,
DEAF1,15,0.302099699,
DEDD,15,0.659197851,
DEDD2,15,0.53157205,
DEF8,15,0.299499776,
DEGS1,15,0.565117562,
DEK,13,0.456447996,
DENND1B,15,0.382677636,
DENND2A,15,0.654010183,
DENND2D,15,0.39774353,
DENND3,15,0.509157934,
DENND4A,15,0.355594662,
DENND4B,15,0.493941914,
DENND4C,15,0.402514756,
DENND6B,15,0.262311301,
DENR,9,0.306835495,
DEPDC5,15,0.367878157,
DEPP1,15,0.358184493,
DEPTOR,15,0.669755737,
DERL2,15,0.543649387,
DESI2,15,0.396175259,
DEXI,15,0.268239658,
DFFA,15,0.52219407,
DFFB,15,0.398063881,
DGAT1,14,0.376182917,
DGCR5,15,0.385054971,
DGCR6L,15,0.443093817,
DGCR8,15,0.50960216,
DGKD,15,0.459082849,
DGKQ,15,0.289959815,
DGKZ,15,0.565578026,
DGUOK,15,0.361776454,
DHCR24,15,0.446668685,
DHFR,15,0.483507514,
DHODH,15,0.332577038,
DHPS,15,0.541378996,
DHRS1,15,0.314961999,
DHRS13,15,0.382968258,
DHRS3,15,0.308771977,
DHRS7,15,0.589444458,
DHRS7B,15,0.35949046,
DHTKD1,15,0.512365177,
DHX15,15,0.453968954,
DHX30,15,0.455920136,
DHX34,15,0.498508392,
DHX36,15,0.335789539,
DHX37,15,0.401013445,
DHX38,15,0.410168207,
DHX40,15,0.321711268,
DHX58,15,0.424645301,
DHX9,15,0.329081058,
DIABLO,15,0.371325727,
DIAPH1,15,0.409039588,
DIAPH2,15,0.63396608,
DIAPH3,15,0.404115534,
DICER1,15,0.746943865,
DIDO1,15,0.659708709,
DIMT1,15,0.535532879,
DIO2,15,0.716494869,
DIO3,15,0.378274336,
DIP2A,15,0.315318716,
DIRC2,15,0.413841674,
DIS3,15,0.587593767,
DIS3L,15,0.254665087,
DISC1,15,0.616035983,
DIXDC1,15,0.488221459,
DKC1,10,0.328301592,
DKK1,15,0.618333609,
DLAT,15,0.427044783,
DLD,15,0.415061032,
DLG1,15,0.549355444,
DLG3,14,0.415710368,
DLG4,15,0.419425392,
DLG5,15,0.785413678,
DLGAP4,10,0.31740853,
DLGAP5,15,0.553975235,
DLK2,15,0.350745405,
DLL1,15,0.40564912,
DLL4,15,0.674439137,
DLX4,15,0.519993883,
DLX5,15,0.738659035,
DMAC1,15,0.600992257,
DMAP1,15,0.350995052,
DMKN,15,0.356143668,
DMTN,15,0.28848848,
DNAAF2,15,0.451101247,
DNAH2,15,0.316392603,
DNAJA1,15,0.581105696,
DNAJB1,15,0.532913914,
DNAJB11,15,0.250984336,
DNAJB12,15,0.635385552,
DNAJB14,15,0.70439367,
DNAJB2,15,0.326316415,
DNAJB4,15,0.401811022,
DNAJB6,15,0.425199811,
DNAJB9,15,0.638339883,
DNAJC10,15,0.327773174,
DNAJC13,15,0.525072901,
DNAJC14,15,0.624582447,
DNAJC16,15,0.317339735,
DNAJC21,15,0.564077602,
DNAJC27,15,0.270344781,
DNAJC3,15,0.666790635,
DNAJC30,15,0.337403098,
DNAJC5,13,0.699761109,
DNAJC8,15,0.594096609,
DNAJC9,15,0.524079869,
DNASE1L3,15,0.501961484,
DNM2,15,0.572826114,
DNMT1,15,0.641482129,
DNMT3A,15,0.677816459,
DNMT3B,15,0.558266535,
DNPEP,10,0.258556016,
DNPH1,15,0.43622323,
DNTTIP1,15,0.302665917,
DOCK11,15,0.600168899,
DOCK2,15,0.667574886,
DOCK4,15,0.521235878,
DOCK5,15,0.699296769,
DOCK8,5,0.28149001,
DOCK9,15,0.584565643,
DOHH,15,0.5431388,
DOK1,15,0.469021222,
DOK2,15,0.643787093,
DOK3,15,0.569666386,
DOK4,15,0.469502432,
DOK6,15,0.426624526,
DOLK,15,0.491147981,
DOLPP1,15,0.590178082,
DPAGT1,15,0.285169084,
DPCD,15,0.349347843,
DPEP2,15,0.416834909,
DPEP2NB,15,0.496236067,
DPF2,15,0.346750936,
DPH1,15,0.501194666,
DPH2,15,0.262459402,
DPH3,15,0.260943688,
DPH5,15,0.521297575,
DPM1,15,0.292186193,
DPM2,15,0.590510503,
DPM3,15,0.535923886,
DPP3,15,0.313472719,
DPP4,15,0.412252636,
DPP7,15,0.354702372,
DPP9,15,0.321632328,
DPT,15,0.34724012,
DPY19L1,15,0.355284945,
DPY19L2P2,15,0.447613277,
DPY19L4,15,0.501408763,
DPY30,15,0.416336125,
DPYSL2,15,0.710224622,
DPYSL3,15,0.578655933,
DR1,15,0.470803299,
DRAP1,15,0.62536679,
DRG1,15,0.428610635,
DRG2,15,0.394540713,
DSC3,15,0.404811595,
DSCC1,15,0.387811357,
DSN1,15,0.406350533,
DSP,15,0.775604448,
DST,11,0.416744902,
DSTYK,15,0.410769271,
DTD1,15,0.613414033,
DTD2,15,0.265705858,
DTL,15,0.603290216,
DTNB,15,0.417030563,
DTWD2,15,0.351294531,
DTX3,15,0.372610405,
DTX3L,15,0.548114874,
DTX4,14,0.380467623,
DTYMK,15,0.400971332,
DUS1L,15,0.51195988,
DUS2,15,0.502730129,
DUSP1,15,0.720133618,
DUSP12,15,0.365715444,
DUSP16,15,0.669371235,
DUSP3,15,0.667275165,
DUSP4,15,0.429759131,
DUSP5,15,0.527961461,
DUSP6,15,0.401974098,
DUSP7,15,0.550786274,
DUSP9,15,0.804707237,
DVL1,15,0.457055301,
DVL3,15,0.602202711,
DYNC1H1,15,0.285689165,
DYNC1LI1,15,0.406302081,
DYNC1LI2,15,0.585649392,
DYNC2LI1,15,0.383942183,
DYNLL1,15,0.467826612,
DYNLL2,15,0.47228468,
DYNLRB1,15,0.621896402,
DYNLT1,15,0.568879171,
DYNLT3,15,0.640435497,
DYRK1A,15,0.817695769,
DYRK2,15,0.347998028,
